,_id,goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,boundsCode,boundsDesc,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_latest_year,latest_year,ObjectId
431,442,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,764,Thailand,35,Asia,Country,THA,1,101.0202951,15.13089239,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,241.0,245.0,244.0,240.0,232.0,224.0,215.0,205.0,196.0,188.0,181.0,176.0,172.0,170.0,167.0,163.0,160.0,156.0,156.0,2017.0,442
434,445,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,768,Togo,11,Africa,Country,TGO,1,0.97835765,8.532096072,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,52.0,53.0,56.0,60.0,66.0,71.0,74.0,77.0,78.0,77.0,76.0,73.0,69.0,64.0,58.0,52.0,46.0,41.0,41.0,2017.0,445
437,448,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,772,Tokelau,61,Ocean Islands,Country,TKL,0,-171.8154473,-9.214545558,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,0.0,0.0,6.1,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,200.0,0.0,0.0,0.0,2017.0,448
440,451,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,776,Tonga,61,Ocean Islands,Country,TON,1,-175.1959991,-21.19511329,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,28.0,14.0,34.0,18.0,14.0,20.0,20.0,26.0,15.0,8.9,12.0,9.9,12.0,11.0,14.0,15.0,8.6,12.0,12.0,2017.0,451
443,454,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,780,Trinidad and Tobago,29,Ocean Islands,Country,TTO,1,-61.29389504,10.41877263,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,18.0,19.0,12.0,13.0,16.0,15.0,20.0,19.0,24.0,24.0,19.0,19.0,23.0,21.0,21.0,17.0,18.0,17.0,17.0,2017.0,454
446,457,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,784,United Arab Emirates,145,Asia,Country,ARE,1,53.98279159,23.43322219,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,4.2,2.6,3.0,3.6,2.6,2.6,2.0,1.8,1.6,1.7,1.8,1.4,1.0,1.0,0.76,0.79,0.79,0.81,0.81,2017.0,457
449,460,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,788,Tunisia,15,Africa,Country,TUN,1,9.572737411,34.11439971,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,26.0,25.0,24.0,25.0,25.0,26.0,26.0,28.0,27.0,26.0,28.0,35.0,37.0,34.0,35.0,38.0,38.0,34.0,34.0,2017.0,460
452,463,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,792,Turkey,145,Asia,Country,TUR,1,35.42890329,38.9899684,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,33.0,31.0,32.0,31.0,30.0,33.0,33.0,31.0,29.0,27.0,25.0,24.0,22.0,20.0,20.0,18.0,18.0,17.0,17.0,2017.0,463
455,466,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,795,Turkmenistan,143,Asia,Country,TKM,1,58.9787665,40.0912346,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,112.0,108.0,100.0,116.0,90.0,84.0,84.0,88.0,95.0,79.0,79.0,66.0,70.0,71.0,58.0,49.0,46.0,43.0,43.0,2017.0,466
458,469,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,796,Turks and Caicos Islands,29,Ocean Islands,Country,TCA,0,-71.745121,21.80780585,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,17.0,17.0,16.0,29.0,29.0,29.0,29.0,27.0,26.0,24.0,22.0,33.0,28.0,6.9,3.4,6.7,6.6,6.1,6.1,2017.0,469
461,472,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,798,Tuvalu,61,Ocean Islands,Country,TUV,1,178.6679611,-7.460048071,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,195.0,193.0,155.0,365.0,193.0,138.0,102.0,202.0,189.0,198.0,153.0,130.0,204.0,191.0,158.0,209.0,207.0,236.0,236.0,2017.0,472
464,475,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,800,Uganda,14,Africa,Country,UGA,1,32.39100438,1.279557331,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,276.0,266.0,256.0,248.0,240.0,233.0,227.0,222.0,217.0,213.0,210.0,207.0,205.0,203.0,202.0,202.0,201.0,201.0,201.0,2017.0,475
467,478,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,804,Ukraine,151,Europe,Country,UKR,1,31.40270802,49.00735945,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,114.0,119.0,123.0,126.0,127.0,127.0,125.0,123.0,119.0,115.0,110.0,105.0,101.0,96.0,94.0,91.0,87.0,84.0,84.0,2017.0,478
470,481,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,807,North Macedonia,39,Europe,Country,MKD,1,21.7007909,41.60048068,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,39.0,40.0,42.0,42.0,39.0,36.0,34.0,32.0,27.0,27.0,23.0,20.0,21.0,19.0,17.0,17.0,16.0,13.0,13.0,2017.0,481
473,484,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,818,Egypt,15,Africa,Country,EGY,1,29.77468534,26.57438204,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,26.0,25.0,24.0,23.0,22.0,21.0,21.0,20.0,19.0,19.0,18.0,17.0,17.0,16.0,15.0,15.0,14.0,13.0,13.0,2017.0,484
476,487,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,826,United Kingdom of Great Britain and Northern Ireland,154,Europe,Country,GBR,1,-2.23830539,53.27691757,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,12.0,11.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,14.0,15.0,14.0,13.0,11.0,10.0,9.9,8.9,8.9,2017.0,487
488,499,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,834,United Republic of Tanzania,14,Africa,Country,TZA,1,34.80521182,-6.265332606,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,503.0,506.0,509.0,510.0,510.0,510.0,504.0,492.0,474.0,452.0,426.0,401.0,378.0,336.0,327.0,306.0,287.0,269.0,269.0,2017.0,499
491,502,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,840,United States of America,21,America,Country,USA,1,-99.13830311,39.5277871,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,6.7,6.4,6.0,5.9,5.7,5.5,5.3,5.1,4.9,4.3,4.2,3.9,3.7,3.3,3.2,3.3,3.1,3.1,3.1,2017.0,502
497,508,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,854,Burkina Faso,11,Africa,Country,BFA,1,-1.742843829,12.27491081,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,70.0,69.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,58.0,57.0,55.0,54.0,54.0,52.0,51.0,49.0,49.0,2017.0,508
500,511,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,858,Uruguay,5,America,Country,URY,1,-56.01387025,-32.8002838,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,22.0,24.0,19.0,22.0,25.0,22.0,19.0,21.0,24.0,24.0,24.0,28.0,27.0,30.0,29.0,30.0,29.0,31.0,31.0,2017.0,511
503,514,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,860,Uzbekistan,143,Asia,Country,UZB,1,63.11944558,41.77560518,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,99.0,107.0,113.0,117.0,119.0,120.0,116.0,110.0,105.0,101.0,97.0,93.0,89.0,86.0,82.0,79.0,76.0,73.0,73.0,2017.0,514
506,517,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,862,Venezuela (Bolivarian Republic of),5,America,Country,VEN,1,-66.15642084,7.121324748,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,33.0,31.0,31.0,33.0,32.0,32.0,31.0,29.0,28.0,28.0,28.0,27.0,27.0,27.0,26.0,29.0,32.0,42.0,42.0,2017.0,517
509,520,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,876,Wallis and Futuna Islands,61,Ocean Islands,Country,WLF,0,-176.2034788,-13.28471201,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,13.0,7.9,149.0,133.0,91.0,55.0,45.0,16.0,45.0,76.0,43.0,18.0,19.0,18.0,0.0,0.0,0.0,0.09,0.09,2017.0,520
512,523,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,882,Samoa,61,Ocean Islands,Country,WSM,1,-172.4430749,-13.61541469,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,28.0,14.0,20.0,17.0,22.0,15.0,16.0,13.0,7.5,10.0,8.6,12.0,13.0,13.0,14.0,11.0,7.7,18.0,18.0,2017.0,523
515,526,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,887,Yemen,145,Asia,Country,YEM,1,45.22389143,15.22242099,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,116.0,110.0,102.0,95.0,87.0,80.0,73.0,66.0,60.0,55.0,52.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,2017.0,526
518,529,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,894,Zambia,14,Africa,Country,ZMB,1,27.850329,-14.59701056,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,759.0,728.0,695.0,662.0,631.0,602.0,577.0,554.0,534.0,514.0,495.0,475.0,456.0,437.0,406.0,391.0,376.0,361.0,361.0,2017.0,529
522,533,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,630,Puerto Rico,29,Ocean Islands,Country,PRI,0,-66.47591017,18.22753799,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,5.3,3.7,3.9,3.5,3.7,3.5,3.4,3.0,2.9,1.9,2.5,1.6,2.2,1.5,1.4,1.6,2.0,1.2,1.2,2017.0,533
525,536,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,634,Qatar,145,Asia,Country,QAT,1,51.19152467,25.28355379,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,54.0,53.0,50.0,46.0,41.0,43.0,39.0,39.0,47.0,45.0,37.0,33.0,40.0,31.0,23.0,25.0,23.0,26.0,26.0,2017.0,536
531,542,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,642,Romania,151,Europe,Country,ROU,1,24.98481009,45.83893563,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,143.0,150.0,157.0,157.0,152.0,140.0,132.0,123.0,120.0,115.0,105.0,97.0,92.0,89.0,86.0,82.0,74.0,72.0,72.0,2017.0,542
534,545,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,643,Russian Federation,151,Europe,Country,RUS,1,99.01404926,61.61899849,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,95.0,92.0,89.0,88.0,87.0,87.0,88.0,90.0,91.0,89.0,86.0,81.0,77.0,73.0,70.0,67.0,64.0,60.0,60.0,2017.0,545
537,548,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,646,Rwanda,14,Africa,Country,RWA,1,29.92310194,-1.999842114,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,95.0,82.0,88.0,98.0,92.0,100.0,110.0,104.0,99.0,93.0,82.0,79.0,71.0,64.0,63.0,59.0,61.0,57.0,57.0,2017.0,548
546,557,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,659,Saint Kitts and Nevis,29,Ocean Islands,Country,KNA,1,-62.76628613,17.33994219,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,0.0,5.0,7.4,2.4,4.8,0.0,2.3,9.2,11.0,9.0,4.5,2.2,4.4,0.0,15.0,4.5,0.0,2.1,2.1,2017.0,557
549,560,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,660,Anguilla,29,Ocean Islands,Country,AIA,0,-63.05651612,18.21525315,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,21.0,21.0,21.0,21.0,23.0,21.0,22.0,22.0,22.0,2017.0,560
552,563,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,662,Saint Lucia,29,Ocean Islands,Country,LCA,1,-60.96529553,13.89405601,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,6.6,11.0,12.0,11.0,11.0,9.8,10.0,13.0,14.0,6.7,6.0,4.6,7.2,5.9,3.9,9.1,1.9,7.7,7.7,2017.0,563
561,572,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,670,Saint Vincent and the Grenadines,29,Ocean Islands,Country,VCT,1,-61.19024321,13.24627968,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,17.0,11.0,11.0,15.0,8.5,7.4,14.0,13.0,13.0,9.5,16.0,18.0,32.0,3.2,5.3,7.4,6.3,2.1,2.1,2017.0,572
564,575,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,674,San Marino,39,Europe,Country,SMR,1,12.46329038,43.93841766,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,4.2,0.0,4.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,575
567,578,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,678,Sao Tome and Principe,17,Africa,Country,STP,1,6.609772265,0.241554875,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,122.0,120.0,114.0,126.0,139.0,153.0,168.0,100.0,71.0,80.0,121.0,133.0,110.0,138.0,145.0,159.0,165.0,118.0,118.0,2017.0,578
570,581,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,682,Saudi Arabia,145,Asia,Country,SAU,1,44.54763347,24.12594211,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,19.0,18.0,18.0,17.0,16.0,17.0,18.0,18.0,18.0,17.0,19.0,16.0,15.0,13.0,12.0,12.0,10.0,10.0,10.0,2017.0,581
573,584,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,686,Senegal,11,Africa,Country,SEN,1,-14.46636926,14.35920905,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,155.0,153.0,150.0,147.0,144.0,141.0,139.0,138.0,137.0,136.0,136.0,136.0,136.0,136.0,134.0,130.0,122.0,122.0,122.0,2017.0,584
577,588,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,688,Serbia,39,Europe,Country,SRB,1,20.805876,44.03145697,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,,,,,,40.0,39.0,36.0,34.0,32.0,30.0,28.0,24.0,27.0,24.0,21.0,19.0,19.0,19.0,2017.0,588
580,591,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,690,Seychelles,14,Africa,Country,SYC,1,55.46561591,-4.678053059,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,28.0,26.0,40.0,13.0,24.0,18.0,23.0,22.0,7.6,19.0,21.0,26.0,25.0,30.0,16.0,9.8,15.0,19.0,19.0,2017.0,591
583,594,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,694,Sierra Leone,11,Africa,Country,SLE,1,-11.78306584,8.568604164,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,305.0,309.0,311.0,313.0,314.0,316.0,317.0,318.0,318.0,318.0,317.0,316.0,314.0,313.0,310.0,307.0,304.0,301.0,301.0,2017.0,594
586,597,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,702,Singapore,35,Asia,Country,SGP,1,103.8107883,1.361009155,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,51.0,44.0,42.0,43.0,38.0,35.0,33.0,33.0,37.0,35.0,35.0,36.0,50.0,46.0,46.0,45.0,50.0,47.0,47.0,2017.0,597
589,600,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,703,Slovakia,151,Europe,Country,SVK,1,19.48495604,48.70741446,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,22.0,21.0,21.0,21.0,14.0,15.0,14.0,13.0,12.0,9.6,8.7,8.0,6.8,8.4,6.8,6.5,5.9,4.8,4.8,2017.0,600
592,603,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,704,Viet Nam,35,Asia,Country,VNM,1,105.802499,10.09643079,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,197.0,192.0,189.0,185.0,181.0,176.0,172.0,168.0,164.0,159.0,155.0,151.0,147.0,144.0,140.0,137.0,133.0,129.0,129.0,2017.0,603
