,ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryName,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,AgeRange,SourceName,CountValue,Year
311242,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,HOUGHTON COUNTY,HANCOCK,1919-07-06,1919-07-12,0-130,US Nationally Notifiable Disease Surveillance System,1,1919
298898,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,HOUGHTON COUNTY,SOUTH RANGE,1911-09-24,1911-09-30,0-130,US Nationally Notifiable Disease Surveillance System,1,1911
292194,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,INGHAM COUNTY,LANSING,1918-01-27,1918-02-02,0-130,US Nationally Notifiable Disease Surveillance System,3,1918
98057,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,JACKSON COUNTY,JACKSON,1923-03-04,1923-03-10,0-130,US Nationally Notifiable Disease Surveillance System,8,1923
154783,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,KALAMAZOO COUNTY,KALAMAZOO,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
142504,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,KENT COUNTY,GRAND RAPIDS,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
312370,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,LENAWEE COUNTY,ADRIAN,1919-09-14,1919-09-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1919
263866,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,MANISTEE COUNTY,MANISTEE,1912-01-28,1912-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1912
311713,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,MARQUETTE COUNTY,ISHPEMING,1921-04-10,1921-04-16,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
279824,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,MARQUETTE COUNTY,MARQUETTE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,4,1923
199656,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,MASON COUNTY,LUDINGTON,1920-01-04,1920-01-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
279964,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,MENOMINEE COUNTY,MENOMINEE,1903-02-22,1903-02-28,0-130,US Nationally Notifiable Disease Surveillance System,2,1903
192369,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,MUSKEGON COUNTY,MUSKEGON,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
296560,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,OAKLAND COUNTY,PONTIAC,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
300072,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,OTTAWA COUNTY,GRAND HAVEN,1915-01-17,1915-01-23,0-130,US Nationally Notifiable Disease Surveillance System,1,1915
311261,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,OTTAWA COUNTY,HOLLAND,1923-06-24,1923-06-30,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
287756,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,SAGINAW COUNTY,SAGINAW,1924-01-06,1924-01-12,0-130,US Nationally Notifiable Disease Surveillance System,2,1924
271340,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,WASHTENAW COUNTY,ANN ARBOR,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
60276,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,WAYNE COUNTY,DETROIT,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,13,1941
314374,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,WAYNE COUNTY,HAMTRAMCK,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
312256,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,WEXFORD COUNTY,CADILLAC,1920-01-25,1920-01-31,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
313088,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MINNESOTA,US-MN,BLUE EARTH COUNTY,MANKATO,1923-05-06,1923-05-12,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
65567,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MINNESOTA,US-MN,HENNEPIN COUNTY,MINNEAPOLIS,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
243765,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MINNESOTA,US-MN,MOWER COUNTY,AUSTIN,1922-03-05,1922-03-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
299676,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MINNESOTA,US-MN,OLMSTED COUNTY,ROCHESTER,1923-04-15,1923-04-21,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
316051,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MINNESOTA,US-MN,RICE COUNTY,FARIBAULT,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
289979,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MINNESOTA,US-MN,WASHINGTON COUNTY,STILLWATER,1920-01-11,1920-01-17,0-130,US Nationally Notifiable Disease Surveillance System,2,1920
171282,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MINNESOTA,US-MN,WINONA COUNTY,WINONA,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
250116,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSISSIPPI,US-MS,ADAMS COUNTY,NATCHEZ,1914-06-07,1914-06-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1914
223683,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSISSIPPI,US-MS,FORREST COUNTY,HATTIESBURG,1918-01-06,1918-01-12,0-130,US Nationally Notifiable Disease Surveillance System,1,1918
262021,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSISSIPPI,US-MS,HARRISON COUNTY,BILOXI,1909-03-21,1909-03-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1909
203749,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSISSIPPI,US-MS,HINDS COUNTY,JACKSON,1918-02-03,1918-02-09,0-130,US Nationally Notifiable Disease Surveillance System,1,1918
300067,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSISSIPPI,US-MS,JACKSON COUNTY,PASCAGOULA,1914-11-22,1914-11-28,0-130,US Nationally Notifiable Disease Surveillance System,1,1914
224000,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSISSIPPI,US-MS,LAUDERDALE COUNTY,MERIDIAN,1918-11-17,1918-11-23,0-130,US Nationally Notifiable Disease Surveillance System,2,1918
264073,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSISSIPPI,US-MS,WARREN COUNTY,VICKSBURG,1920-04-11,1920-04-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
199503,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MISSISSIPPI,US-MS,WASHINGTON COUNTY,GREENVILLE,1908-01-26,1908-02-01,0-130,US Nationally Notifiable Disease Surveillance System,1,1908
313946,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,BOONE COUNTY,COLUMBIA,1920-12-26,1921-01-01,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
250009,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,BUCHANAN COUNTY,ST. JOSEPH,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
300393,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,CALLAWAY COUNTY,PORTLAND,1920-02-01,1920-02-07,0-130,US Nationally Notifiable Disease Surveillance System,4,1920
307068,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,CAPE GIRARDEAU COUNTY,CAPE GIRARDEAU,1923-03-04,1923-03-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
287181,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,COLE COUNTY,JEFFERSON CITY,1922-04-23,1922-04-29,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
296012,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,GREENE COUNTY,SPRINGFIELD,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
307881,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,JACKSON COUNTY,INDEPENDENCE,1922-02-26,1922-03-04,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
67556,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,JACKSON COUNTY,KANSAS CITY,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
286012,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,JASPER COUNTY,JOPLIN,1922-01-15,1922-01-21,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
172213,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,MARION COUNTY,HANNIBAL,1913-08-31,1913-09-06,0-130,US Nationally Notifiable Disease Surveillance System,1,1913
311729,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,PETTIS COUNTY,SEDALIA,1918-06-02,1918-06-08,0-130,US Nationally Notifiable Disease Surveillance System,29,1918
313944,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MISSOURI,US-MO,SAINT CHARLES COUNTY,ST. CHARLES,1920-11-07,1920-11-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
251350,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MONTANA,US-MT,CASCADE COUNTY,GREAT FALLS,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
297211,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MONTANA,US-MT,DEER LODGE COUNTY,ANACONDA,1923-11-18,1923-11-24,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
200569,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MONTANA,US-MT,LEWIS AND CLARK COUNTY,HELENA,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
237235,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MONTANA,US-MT,MISSOULA COUNTY,MISSOULA,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,6,1941
194767,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MONTANA,US-MT,SILVER BOW COUNTY,BUTTE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
294831,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MONTANA,US-MT,YELLOWSTONE COUNTY,BILLINGS,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
312374,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEBRASKA,US-NE,DODGE COUNTY,FREMONT,1920-02-22,1920-02-28,0-130,US Nationally Notifiable Disease Surveillance System,2,1920
131953,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEBRASKA,US-NE,DOUGLAS COUNTY,OMAHA,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,5,1941
263908,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEBRASKA,US-NE,DOUGLAS COUNTY,SOUTH OMAHA,1915-01-24,1915-01-30,0-130,US Nationally Notifiable Disease Surveillance System,1,1915
310993,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEBRASKA,US-NE,GAGE COUNTY,BEATRICE,1920-01-11,1920-01-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
288401,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEBRASKA,US-NE,LANCASTER COUNTY,LINCOLN,1939-07-30,1939-08-05,0-130,US Nationally Notifiable Disease Surveillance System,0,1939
229113,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEBRASKA,US-NE,OTOE COUNTY,NEBRASKA CITY,1910-02-27,1910-03-05,0-130,US Nationally Notifiable Disease Surveillance System,1,1910
196677,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEVADA,US-NV,STOREY COUNTY,VIRGINIA CITY,1898-01-16,1898-01-22,0-130,US Nationally Notifiable Disease Surveillance System,1,1898
299518,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEVADA,US-NV,WASHOE COUNTY,RENO,1935-01-06,1935-01-12,0-130,US Nationally Notifiable Disease Surveillance System,0,1935
313010,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,CHESHIRE COUNTY,KEENE,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
272370,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,COÖS COUNTY,BERLIN,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
111380,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,HILLSBOROUGH COUNTY,MANCHESTER,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
179843,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,HILLSBOROUGH COUNTY,NASHUA,1941-01-12,1941-01-18,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
209010,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,MERRIMACK COUNTY,CONCORD,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
272416,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,MERRIMACK COUNTY,FRANKLIN,1913-05-11,1913-05-17,0-130,US Nationally Notifiable Disease Surveillance System,2,1913
285924,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,ROCKINGHAM COUNTY,PORTSMOUTH,1922-12-24,1922-12-30,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
305551,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,STRAFFORD COUNTY,DOVER,1923-11-11,1923-11-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
297055,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,STRAFFORD COUNTY,ROCHESTER,1910-02-20,1910-02-26,0-130,US Nationally Notifiable Disease Surveillance System,2,1910
165744,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW HAMPSHIRE,US-NH,SULLIVAN COUNTY,CLAREMONT,1894-07-22,1894-07-28,0-130,US Nationally Notifiable Disease Surveillance System,1,1894
297689,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ATLANTIC COUNTY,ATLANTIC CITY,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
311185,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,BERGEN COUNTY,ENGLEWOOD,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
312117,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,BERGEN COUNTY,GARFIELD,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
305361,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,BERGEN COUNTY,HACKENSACK,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
121925,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,CAMDEN COUNTY,CAMDEN,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
311503,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,CAMDEN COUNTY,GLOUCESTER CITY,1921-01-02,1921-01-08,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
311689,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ESSEX COUNTY,BELLEVILLE,1923-02-04,1923-02-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
311095,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ESSEX COUNTY,BLOOMFIELD,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
298237,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ESSEX COUNTY,EAST ORANGE,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
310937,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ESSEX COUNTY,IRVINGTON,1921-01-02,1921-01-08,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
286899,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ESSEX COUNTY,MONTCLAIR,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
120213,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ESSEX COUNTY,NEWARK,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,6,1941
218545,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ESSEX COUNTY,ORANGE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
305698,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,ESSEX COUNTY,WEST ORANGE,1923-03-18,1923-03-24,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
268329,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,HUDSON COUNTY,BAYONNE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
268793,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,HUDSON COUNTY,HARRISON,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
183638,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,HUDSON COUNTY,HOBOKEN,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
187609,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,HUDSON COUNTY,JERSEY CITY,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,10,1923
269319,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,HUDSON COUNTY,KEARNY,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
269623,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,HUDSON COUNTY,WEST NEW YORK,1923-02-11,1923-02-17,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
282384,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,MERCER COUNTY,TRENTON,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
194821,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,MIDDLESEX COUNTY,NEW BRUNSWICK,1921-01-23,1921-01-29,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
290266,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,MIDDLESEX COUNTY,PERTH AMBOY,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
305895,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,MONMOUTH COUNTY,ASBURY PARK,1923-03-11,1923-03-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
302628,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,MONMOUTH COUNTY,LONG BRANCH,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
295752,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,MORRIS COUNTY,MORRISTOWN,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
314107,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,PASSAIC COUNTY,CLIFTON,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
184859,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,PASSAIC COUNTY,PASSAIC,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
296333,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,PASSAIC COUNTY,PATERSON,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
296379,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,SOMERSET COUNTY,KINGSTON,1910-02-20,1910-02-26,0-130,US Nationally Notifiable Disease Surveillance System,1,1910
203160,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,UNION COUNTY,ELIZABETH,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
161833,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,UNION COUNTY,PLAINFIELD,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
307275,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,UNION COUNTY,RAHWAY,1923-07-22,1923-07-28,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
314455,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,UNION COUNTY,SUMMIT,1923-04-08,1923-04-14,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
311783,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,NEW JERSEY,US-NJ,WARREN COUNTY,PHILLIPSBURG,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
214420,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,NEW MEXICO,US-NM,BERNALILLO COUNTY,ALBUQUERQUE,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,3,1941
